paper_id,p_comp,p_value
10.1080:17461391.2019.1585478,>,0.05
10.1080:17461391.2019.1585478,>,0.05
10.1080:17461391.2019.1585478,<,0.05
10.1080:17461391.2019.1585478,<,0.05
10.1080:17461391.2019.1585478,<,0.05
10.1080:17461391.2019.1585478,<,0.05
10.1080:17461391.2019.1585478,=,0.003
10.1080:17461391.2019.1585478,<,0.001
10.1080:17461391.2019.1585478,<,0.001
10.1080:17461391.2019.1585478,<,0.001
10.1080:17461391.2019.1585478,>,0.05
10.1080:17461391.2019.1585478,<,0.001
10.1080:17461391.2019.1585478,=,0.046
10.1080:17461391.2019.1585478,=,0.001
10.1080:17461391.2019.1585478,<,0.01
10.1080:17461391.2019.1585478,=,0.089
10.1080:17461391.2019.1585478,=,0.01
10.1080:17461391.2019.1585478,>,0.05
10.1080:17461391.2019.1585478,<,0.05
10.1080:17461391.2019.1585478,<,0.05
10.1080:17461391.2019.1585478,=,0.022
10.1080:17461391.2019.1585478,<,0.05
10.1080:17461391.2019.1585478,<,0.05
10.1080:17461391.2019.1595739,<,0.001
10.1080:17461391.2019.1595739,=,0.341
10.1080:17461391.2019.1595739,=,0.999
10.1080:17461391.2019.1595739,<,0.001
10.1080:17461391.2019.1595739,=,0.023
10.1080:17461391.2019.1595739,<,0.001
10.1080:17461391.2019.1595739,=,0.056
10.1080:17461391.2019.1595739,<,0.001
10.1080:17461391.2019.1595739,<,0.001
10.1080:17461391.2019.1595739,=,0.012
10.1080:17461391.2019.1595739,<,0.018
10.1080:17461391.2019.1595739,=,0.038
10.1080:17461391.2019.1595739,<,0.009
10.1080:17461391.2019.1606942,≤,0.005
10.1080:17461391.2019.1606942,≥,0.21
10.1080:17461391.2019.1606942,=,0.067
10.1080:17461391.2019.1606942,≥,0.057
10.1080:17461391.2019.1606942,=,0.004
10.1080:17461391.2019.1606942,=,0.54
10.1080:17461391.2019.1606942,=,0.15
10.1080:17461391.2019.1606942,<,0.001
10.1080:17461391.2019.1606942,=,0.008
10.1080:17461391.2019.1606942,=,0.005
10.1080:17461391.2019.1606942,=,0.287
10.1080:17461391.2019.1606942,=,0.193
10.1080:17461391.2019.1606942,<,0.001
10.1080:17461391.2019.1606942,<,0.001
10.1080:17461391.2019.1606942,=,0.118
10.1080:17461391.2019.1606942,=,0.013
10.1080:17461391.2019.1606942,=,0.106
10.1080:17461391.2019.1606942,=,0.002
10.1080:17461391.2019.1606942,=,0.145
10.1080:17461391.2019.1606942,=,0.213
10.1080:17461391.2019.1606942,<,0.001
10.1080:17461391.2019.1606942,=,0.006
10.1080:17461391.2019.1611931,=,0.05
10.1080:17461391.2019.1611931,<,0.05
10.1080:17461391.2019.1611931,=,0.917
10.1080:17461391.2019.1611931,=,0.078
10.1080:17461391.2019.1611931,=,0.09
10.1080:17461391.2019.1611931,=,0.917
10.1080:17461391.2019.1611931,=,0.01
10.1080:17461391.2019.1611931,<,0.001
10.1080:17461391.2019.1611931,=,0.21
10.1080:17461391.2019.1611931,<,0.001
10.1080:17461391.2019.1611931,=,0.19
10.1080:17461391.2019.1611931,<,0.001
10.1080:17461391.2019.1611931,=,0.18
10.1080:17461391.2019.1611931,=,0.261
10.1080:17461391.2019.1611931,=,0.08
10.1080:17461391.2019.1611931,<,0.05
10.1080:17461391.2019.1611931,=,0.9
10.1080:17461391.2019.1611931,<,0.01
10.1080:17461391.2019.1611931,=,0.98
10.1080:17461391.2019.1611931,<,0.01
10.1080:17461391.2019.1611931,<,0.01
10.1080:17461391.2019.1611931,<,0.01
10.1080:17461391.2019.1611931,<,0.01
10.1080:17461391.2019.1611931,<,0.05
10.1080:17461391.2019.1611931,<,0.05
10.1080:17461391.2019.1611931,<,0.01
10.1080:17461391.2019.1611934,=,0.001
10.1080:17461391.2019.1611934,>,0.05
10.1080:17461391.2019.1611934,<,0.05
10.1080:17461391.2019.1611934,<,0.05
10.1080:17461391.2019.1612949,=,0.02
10.1080:17461391.2019.1612949,=,0.076
10.1080:17461391.2019.1612949,=,0.04
10.1080:17461391.2019.1612949,=,0.025
10.1080:17461391.2019.1612949,=,0.003
10.1080:17461391.2019.1612949,<,0.001
10.1080:17461391.2019.1612949,<,0.001
10.1080:17461391.2019.1612949,=,0.017
10.1080:17461391.2019.1612949,=,0.076
10.1080:17461391.2019.1612949,=,0.04
10.1080:17461391.2019.1612949,=,0.004
10.1080:17461391.2019.1612949,=,0.017
10.1080:17461391.2019.1612949,=,0.941
10.1080:17461391.2019.1612949,<,0.001
10.1080:17461391.2019.1612949,=,0.159
10.1080:17461391.2019.1612949,=,0.843
10.1080:17461391.2019.1612949,<,0.001
10.1080:17461391.2019.1612949,<,0.001
10.1080:17461391.2019.1612949,<,0.001
10.1080:17461391.2019.1612949,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,=,0.002
10.1080:17461391.2019.1626911,=,0.02
10.1080:17461391.2019.1626911,<,0.001
10.1080:17461391.2019.1626911,=,0.002
10.1080:17461391.2019.1626911,<,0.001
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.001
10.1080:17461391.2019.1626911,<,0.001
10.1080:17461391.2019.1626911,<,0.001
10.1080:17461391.2019.1626911,=,0.003
10.1080:17461391.2019.1626911,=,0.04
10.1080:17461391.2019.1626911,=,0.09
10.1080:17461391.2019.1626911,<,0.001
10.1080:17461391.2019.1626911,<,0.01
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,=,0.003
10.1080:17461391.2019.1626911,=,0.28
10.1080:17461391.2019.1626911,=,0.014
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2019.1626911,<,0.05
10.1080:17461391.2020.1722255,=,0.002
10.1080:17461391.2020.1722255,=,0.003
10.1080:17461391.2020.1722255,=,0.006
10.1080:17461391.2020.1722255,=,0.677
10.1080:17461391.2020.1722255,=,0.023
10.1080:17461391.2020.1722255,=,0.214
10.1080:17461391.2020.1722255,=,0.011
10.1080:17461391.2020.1722255,=,0.629
10.1080:17461391.2020.1722255,=,0.305
10.1080:17461391.2020.1722255,=,0.048
10.1080:17461391.2020.1722255,=,0.575
10.1080:17461391.2020.1722255,=,1
10.1080:17461391.2020.1722757,>,0.05
10.1080:17461391.2020.1722757,>,0.05
10.1080:17461391.2020.1722757,<,0.001
10.1080:17461391.2020.1722757,>,0.05
10.1080:17461391.2020.1722757,>,0.05
10.1080:17461391.2020.1722757,=,0.94
10.1080:17461391.2020.1722757,=,0.86
10.1080:17461391.2020.1722757,<,0.001
10.1080:17461391.2020.1722757,>,0.05
10.1080:17461391.2020.1722757,>,0.05
10.1080:17461391.2020.1722757,=,0.08
10.1080:17461391.2020.1722757,=,0.05
10.1080:17461391.2020.1725137,<,0.01
10.1080:17461391.2020.1725137,<,0.01
10.1080:17461391.2020.1725137,=,0.82
10.1080:17461391.2020.1725137,=,0.92
10.1080:17461391.2020.1725137,<,0.01
10.1080:17461391.2020.1725137,=,0.04
10.1080:17461391.2020.1725137,=,0.02
10.1080:17461391.2020.1725137,=,0.79
10.1080:17461391.2020.1725137,=,0.2
10.1080:17461391.2020.1725137,=,0.51
10.1080:17461391.2020.1725137,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.01
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,>,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1728389,<,0.05
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,<,0.05
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,<,0.05
10.1080:17461391.2020.1730447,=,0.92
10.1080:17461391.2020.1730447,=,0.966
10.1080:17461391.2020.1730447,=,0.92
10.1080:17461391.2020.1730447,=,0.014
10.1080:17461391.2020.1730447,=,0.012
10.1080:17461391.2020.1730447,=,0.041
10.1080:17461391.2020.1730447,=,0.045
10.1080:17461391.2020.1730447,=,0.87
10.1080:17461391.2020.1730447,=,0.805
10.1080:17461391.2020.1730447,<,0.001
10.1080:17461391.2020.1730447,=,0.915
10.1080:17461391.2020.1730447,=,0.039
10.1080:17461391.2020.1730447,=,0.016
10.1080:17461391.2020.1730447,=,0.022
10.1080:17461391.2020.1730447,=,0.025
10.1080:17461391.2020.1730447,=,0.552
10.1080:17461391.2020.1730447,=,0.338
10.1080:17461391.2020.1730447,=,0.006
10.1080:17461391.2020.1730447,=,0.036
10.1080:17461391.2020.1730447,=,0.055
10.1080:17461391.2020.1730447,<,0.001
10.1080:17461391.2020.1730447,<,0.001
10.1080:17461391.2020.1730447,<,0.05
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,<,0.05
10.1080:17461391.2020.1730447,<,0.05
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,=,0.165
10.1080:17461391.2020.1730447,=,0.994
10.1080:17461391.2020.1730447,=,0.007
10.1080:17461391.2020.1730447,=,0.042
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,<,0.001
10.1080:17461391.2020.1730447,=,0.003
10.1080:17461391.2020.1730447,=,0.178
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,=,0.003
10.1080:17461391.2020.1730447,<,0.001
10.1080:17461391.2020.1730447,>,0.999
10.1080:17461391.2020.1730447,=,0.034
10.1080:17461391.2020.1730447,=,0.194
10.1080:17461391.2020.1730447,=,0.619
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,>,0.05
10.1080:17461391.2020.1730447,<,0.001
10.1080:17461391.2020.1730447,=,0.009
10.1080:17461391.2020.1730447,<,0.001
10.1080:17461391.2020.1730447,<,0.05
10.1080:17461391.2020.1730447,>,0.999
10.1080:17461391.2020.1730447,=,0.006
10.1080:17461391.2020.1730447,=,0.189
10.1080:17461391.2020.1730447,=,0.228
10.1080:17461391.2020.1730447,<,0.05
10.1080:17461391.2020.1730447,<,0.001
10.1080:17461391.2020.1730447,=,0.127
10.1080:17461391.2020.1730447,=,0.774
10.1080:17461391.2020.1730447,=,0.029
10.1080:17461391.2020.1730447,=,0.019
10.1080:17461391.2020.1730447,=,0.974
10.1080:17461391.2020.1730447,=,0.094
10.1080:17461391.2020.1730980,>,0.05
10.1080:17461391.2020.1730980,<,0.05
10.1080:17461391.2020.1730980,=,0.0027
10.1080:17461391.2020.1730980,<,1e-4
10.1080:17461391.2020.1730980,=,4e-4
10.1080:17461391.2020.1730980,=,0.0045
10.1080:17461391.2020.1730980,=,0.642
10.1080:17461391.2020.1730980,=,0.0332
10.1080:17461391.2020.1730980,=,0.0023
10.1080:17461391.2020.1730980,<,1e-4
10.1080:17461391.2020.1730980,=,0.04
10.1080:17461391.2020.1730980,=,0.004
10.1080:17461391.2020.1739144,<,0.001
10.1080:17461391.2020.1739144,=,0.629
10.1080:17461391.2020.1739144,=,0.066
10.1080:17461391.2020.1744736,<,0.01
10.1080:17461391.2020.1765026,=,0.05
10.1080:17461391.2020.1765026,<,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,=,0.08
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,<,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,=,0.08
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,=,0.981
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,=,0.09
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,<,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,<,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,>,0.05
10.1080:17461391.2020.1771428,<,0.05
10.1080:17461391.2020.1783369,>,0.05
10.1080:17461391.2020.1783369,=,0.03
10.1080:17461391.2020.1783369,=,0.71
10.1080:17461391.2020.1783369,>,0.05
10.1080:17461391.2020.1783369,<,0.05
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,<,0.01
10.1080:17461391.2020.1783369,=,0.015
10.1080:17461391.2020.1783369,=,0.03
10.1080:17461391.2020.1783369,=,0.03
10.1080:17461391.2020.1783369,=,0.08
10.1080:17461391.2020.1783369,<,0.05
10.1080:17461391.2020.1788648,<,0.05
10.1080:17461391.2020.1788648,=,0.03
10.1080:17461391.2020.1788648,=,0.017
10.1080:17461391.2020.1788648,=,0.027
10.1080:17461391.2020.1788648,=,0.034
10.1080:17461391.2020.1788648,=,0.45
10.1080:17461391.2020.1788648,=,0.009
10.1080:17461391.2020.1788648,<,0.05
10.1080:17461391.2020.1797890,<,0.01
10.1080:17461391.2020.1797890,=,0.1
10.1080:17461391.2020.1797890,<,0.001
10.1080:17461391.2020.1797890,<,0.05
10.1080:17461391.2020.1797890,<,0.05
10.1080:17461391.2020.1797890,<,0.05
10.1080:17461391.2020.1797890,<,0.001
10.1080:17461391.2020.1797890,=,0.08
10.1080:17461391.2020.1797890,<,0.001
10.1080:17461391.2020.1797890,<,0.01
10.1080:17461391.2020.1797890,=,0.02
10.1080:17461391.2020.1797890,=,0.13
10.1080:17461391.2020.1797890,<,0.001
10.1080:17461391.2020.1797890,>,0.05
10.1080:17461391.2020.1797890,<,0.001
10.1080:17461391.2020.1797890,<,0.05
10.1080:17461391.2020.1797890,<,0.01
10.1080:17461391.2020.1797890,<,0.001
10.1080:17461391.2020.1797890,<,0.01
10.1080:17461391.2020.1797890,<,0.001
10.1080:17461391.2020.1797890,<,0.001
10.1080:17461391.2020.1797890,=,0.08
10.1080:17461391.2020.1797890,<,0.05
10.1080:17461391.2020.1797890,<,0.01
10.1080:17461391.2020.1797890,<,0.05
10.1080:17461391.2020.1798511,<,0.001
10.1080:17461391.2020.1798511,=,0.001
10.1080:17461391.2020.1798511,=,0.001
10.1080:17461391.2020.1798511,=,0.002
10.1080:17461391.2020.1798511,=,0.001
10.1080:17461391.2020.1798511,<,0.05
10.1080:17461391.2020.1798511,<,0.05
10.1080:17461391.2020.1800104,<,0.001
10.1080:17461391.2020.1800104,=,0.334
10.1080:17461391.2020.1800104,<,0.001
10.1080:17461391.2020.1800104,<,0.001
10.1080:17461391.2020.1800104,<,0.001
10.1080:17461391.2020.1800104,=,0.334
10.1080:17461391.2020.1800104,=,0.103
10.1080:17461391.2020.1800104,=,0.978
10.1080:17461391.2020.1800104,=,0.75
10.1080:17461391.2020.1800104,=,0.885
10.1080:17461391.2020.1800104,=,0.805
10.1080:17461391.2020.1800104,=,0.466
10.1080:17461391.2020.1800104,=,0.5
10.1080:17461391.2020.1800104,=,0.432
10.1080:17461391.2020.1800104,=,0.369
10.1080:17461391.2020.1800104,=,0.322
10.1080:17461391.2020.1800104,=,0.688
10.1080:17461391.2020.1800104,=,0.327
10.1080:17461391.2020.1800104,=,0.542
10.1080:17461391.2020.1800104,=,0.468
10.1080:17461391.2020.1800104,<,0.001
10.1080:17461391.2020.1800104,=,0.082
10.1080:17461391.2020.1800104,<,0.001
10.1080:17461391.2020.1800104,=,0.328
10.1080:17461391.2020.1800104,=,0.847
10.1080:17461391.2020.1800104,=,0.689
10.1080:17461391.2020.1800104,=,0.399
10.1080:17461391.2020.1800104,=,0.259
10.1080:17461391.2020.1800104,=,0.334
10.1080:17461391.2020.1800104,<,0.001
10.1080:17461391.2020.1800104,=,0.978
10.1080:17461391.2020.1800104,=,0.103
10.1080:17461391.2020.1800104,<,0.001
10.1080:17461391.2020.1800104,=,0.082
10.1080:17461391.2020.1802516,≤,0.05
10.1080:17461391.2020.1802516,>,0.05
10.1080:17461391.2020.1802516,>,0.05
10.1080:17461391.2020.1802516,>,0.05
10.1080:17461391.2020.1802516,>,0.05
10.1080:17461391.2020.1802516,>,0.05
10.1080:17461391.2020.1802516,≤,0.05
10.1080:17461391.2020.1809713,<,0.001
10.1080:17461391.2020.1809713,<,0.001
10.1080:17461391.2020.1809713,<,0.001
10.1080:17461391.2020.1809713,=,0.07
10.1080:17461391.2020.1809713,<,0.05
10.1080:17461391.2020.1809713,<,0.001
10.1080:17461391.2020.1809713,<,0.001
10.1080:17461391.2020.1809713,<,0.001
10.1080:17461391.2020.1809713,=,0.071
10.1080:17461391.2020.1809714,<,0.001
10.1080:17461391.2020.1809714,<,0.001
10.1080:17461391.2020.1809714,<,0.001
10.1080:17461391.2020.1809714,<,0.001
10.1080:17461391.2020.1809714,=,0.809
10.1080:17461391.2020.1809714,=,0.002
10.1080:17461391.2020.1809714,=,0.006
10.1080:17461391.2020.1809714,=,0.002
10.1080:17461391.2020.1809714,=,0.023
10.1080:17461391.2020.1809714,=,0.407
10.1080:17461391.2020.1809714,=,0.451
10.1080:17461391.2020.1809714,=,0.791
10.1080:17461391.2020.1809714,<,0.013
10.1080:17461391.2020.1809714,<,0.013
10.1080:17461391.2020.1810782,≤,0.0312
10.1080:17461391.2020.1810782,≤,2e-4
10.1080:17461391.2020.1810782,≤,0.023
10.1080:17461391.2020.1810782,=,0.033
10.1080:17461391.2020.1810782,<,0.05
10.1080:17461391.2020.1810782,<,0.05
10.1080:17461391.2020.1810782,=,2e-4
10.1080:17461391.2020.1810782,=,1e-4
10.1080:17461391.2020.1810782,=,0.012
10.1080:17461391.2020.1810782,=,0.042
10.1080:17461391.2020.1810782,=,0.008
10.1080:17461391.2020.1810782,=,0.07
10.1080:17461391.2020.1810782,=,0.011
10.1080:17461391.2020.1810782,=,0.004
10.1080:17461391.2020.1810782,=,0.065
10.1080:17461391.2020.1810782,=,0.023
10.1080:17461391.2020.1810782,=,0.02
10.1080:17461391.2020.1810782,=,0.078
10.1080:17461391.2020.1810782,=,0.076
10.1080:17461391.2020.1810782,=,0.033
10.1080:17461391.2020.1810782,=,0.073
10.1080:17461391.2020.1810782,=,0.108
10.1080:17461391.2020.1810782,<,0.05
10.1080:17461391.2020.1810782,<,0.05
10.1080:17461391.2020.1810782,<,0.05
10.1080:17461391.2020.1817155,<,0.05
10.1080:17461391.2020.1817155,>,0.05
10.1080:17461391.2020.1817155,>,0.05
10.1080:17461391.2020.1817155,<,0.05
10.1080:17461391.2020.1817155,<,0.05
10.1080:17461391.2020.1817155,<,0.05
10.1080:17461391.2020.1817155,=,0.06
10.1080:17461391.2020.1817155,>,0.05
10.1080:17461391.2020.1817155,>,0.05
10.1080:17461391.2020.1817155,>,0.05
10.1080:17461391.2020.1817155,<,0.001
10.1080:17461391.2020.1817155,>,0.05
10.1080:17461391.2020.1817155,=,0.356
10.1080:17461391.2020.1817155,=,0.151
10.1080:17461391.2020.1817155,=,0.012
10.1080:17461391.2020.1817155,=,0.378
10.1080:17461391.2020.1817155,=,0.18
10.1080:17461391.2020.1817155,=,0.937
10.1080:17461391.2020.1817155,<,0.001
10.1080:17461391.2020.1817155,=,0.866
10.1080:17461391.2020.1817155,=,0.008
10.1080:17461391.2020.1817155,<,0.001
10.1080:17461391.2020.1817155,=,0.515
10.1080:17461391.2020.1817155,=,0.177
10.1080:17461391.2020.1817155,=,0.012
10.1080:17461391.2020.1817155,>,0.05
10.1080:17461391.2020.1838617,<,1e-4
10.1080:17461391.2020.1838617,<,1e-4
10.1080:17461391.2020.1838617,<,1e-4
10.1080:17461391.2020.1838617,=,0.8158
10.1080:17461391.2020.1838617,=,0.003
10.1080:17461391.2020.1838617,<,1e-4
10.1080:17461391.2020.1838617,=,0.9908
10.1080:17461391.2020.1838617,=,0.9964
10.1080:17461391.2020.1838617,=,0.0039
10.1080:17461391.2020.1838617,<,1e-4
10.1080:17461391.2020.1838617,<,1e-4
10.1080:17461391.2020.1838617,<,1e-4
10.1080:17461391.2020.1838617,=,0.1227
10.1080:17461391.2020.1838617,=,0.1001
10.1080:17461391.2020.1838617,=,0.0813
10.1080:17461391.2020.1838617,=,0.0226
10.1080:17461391.2020.1838617,=,0.0215
10.1080:17461391.2020.1838617,=,0.016
10.1080:17461391.2020.1838617,=,0.0191
10.1080:17461391.2020.1838617,=,0.0457
10.1080:17461391.2020.1838617,=,0.0083
10.1080:17461391.2020.1838617,=,0.0452
10.1080:17461391.2020.1838617,=,6e-4
10.1080:17461391.2020.1838617,<,1e-4
10.1080:17461391.2020.1838617,<,0.05
10.1080:17461391.2020.1838617,<,0.05
10.1080:17461391.2020.1838620,<,0.05
10.1080:17461391.2020.1838620,<,0.05
10.1080:17461391.2020.1838620,<,0.01
10.1080:17461391.2020.1838620,<,0.05
10.1080:17461391.2020.1838620,<,0.05
10.1080:17461391.2020.1845816,<,0.05
10.1080:17461391.2020.1845816,<,0.001
10.1080:17461391.2020.1845816,=,0.044
10.1080:17461391.2020.1845816,=,0.004
10.1080:17461391.2020.1845816,>,0.05
10.1080:17461391.2020.1845816,<,0.05
10.1080:17461391.2020.1845816,<,0.001
10.1080:17461391.2020.1845816,=,0.537
10.1080:17461391.2020.1845816,=,0.006
10.1080:17461391.2020.1845816,<,0.001
10.1080:17461391.2020.1845816,=,0.03
10.1080:17461391.2020.1845816,=,0.228
10.1080:17461391.2020.1845816,=,0.132
10.1080:17461391.2020.1845816,=,0.203
10.1080:17461391.2020.1845816,=,0.08
10.1080:17461391.2020.1845816,=,0.223
10.1080:17461391.2020.1845816,=,0.125
10.1080:17461391.2020.1845816,=,0.188
10.1080:17461391.2020.1845816,=,0.102
10.1080:17461391.2020.1845816,=,0.204
10.1080:17461391.2020.1845816,=,0.03
10.1080:17461391.2020.1845816,=,0.295
10.1080:17461391.2020.1845816,<,0.05
10.1080:17461391.2020.1845816,=,0.004
10.1080:17461391.2020.1845816,=,0.044
10.1080:17461391.2020.1845816,=,1
10.1080:17461391.2020.1845816,=,1
10.1080:17461391.2020.1845816,=,0.028
10.1080:17461391.2020.1845816,=,0.301
10.1080:17461391.2020.1845816,=,0.018
10.1080:17461391.2020.1845816,=,0.332
10.1080:17461391.2020.1845816,=,0.025
10.1080:17461391.2020.1845816,=,0.02
10.1080:17461391.2020.1845816,>,0.05
10.1080:17461391.2020.1845816,=,0.006
10.1080:17461391.2020.1845816,=,0.585
10.1080:17461391.2020.1845816,=,0.006
10.1080:17461391.2020.1845816,>,0.05
10.1080:17461391.2020.1845816,=,1e-4
10.1080:17461391.2020.1845816,=,3e-4
10.1080:17461391.2020.1857441,>,0.05
10.1080:17461391.2020.1857441,=,0.02
10.1080:17461391.2020.1857441,<,0.05
10.1080:17461391.2020.1857441,=,0.041
10.1080:17461391.2020.1857441,=,0.041
10.1080:17461391.2020.1857441,=,0.02
10.1080:17461391.2020.1857441,=,0.093
10.1080:17461391.2020.1862305,=,0.029
10.1080:17461391.2020.1862305,=,0.091
10.1080:17461391.2020.1862305,=,0.059
10.1080:17461391.2020.1862305,>,0.05
10.1080:17461391.2020.1862305,<,0.05
10.1080:17461391.2020.1862305,<,0.01
10.1080:17461391.2020.1862305,<,0.05
10.1080:17461391.2020.1862305,<,0.01
10.1080:17461391.2020.1862305,>,0.05
10.1111:sms.13729,=,0.04
10.1111:sms.14053,<,0.03
10.1111:sms.14053,>,0.43
10.1111:sms.14053,<,0.04
10.1111:sms.14053,<,0.001
10.1111:sms.14053,<,0.001
10.1111:sms.14053,<,0.05
10.1111:sms.14053,>,0.3
10.1111:sms.14053,<,0.065
10.1111:sms.14053,>,0.06
10.1111:sms.14053,<,0.13
10.1111:sms.14053,>,0.47
10.1111:sms.14053,<,0.001
10.1111:sms.14053,=,0.61
10.1111:sms.14053,<,0.03
10.1111:sms.14053,=,0.15
10.1111:sms.14053,=,0.06
10.1111:sms.14053,>,0.36
10.1111:sms.14053,<,0.001
10.1111:sms.14053,>,0.43
10.1111:sms.14053,<,0.001
10.1111:sms.14053,>,0.39
10.1111:sms.14053,=,0.03
10.1111:sms.14053,=,0.1
10.1111:sms.14053,<,0.01
10.1111:sms.14053,=,0.04
10.1111:sms.14053,>,0.21
10.1111:sms.14053,<,0.07
10.1111:sms.14053,=,0.01
10.1111:sms.14053,=,0.13
10.1111:sms.14053,>,0.43
10.1111:sms.14053,<,0.001
10.1111:sms.14053,>,0.53
10.1111:sms.14053,>,0.61
10.1111:sms.14053,<,0.01
10.1111:sms.14053,>,0.26
10.1111:sms.14053,<,0.001
10.1111:sms.14053,>,0.39
10.1111:sms.14053,<,0.001
10.1111:sms.14053,=,0.19
10.1111:sms.14053,<,0.01
10.1111:sms.14053,>,0.59
10.1111:sms.14053,>,0.41
10.1111:sms.14053,<,0.04
10.1111:sms.14053,=,0.02
10.1111:sms.14053,=,0.12
10.1111:sms.14053,<,0.04
10.1111:sms.14053,<,0.001
10.1111:sms.14053,<,0.001
10.1111:sms.14053,=,0.01
10.1111:sms.14053,<,0.001
10.1111:sms.14053,>,0.22
10.1111:sms.14053,>,0.07
10.1111:sms.14053,<,0.02
10.1111:sms.14053,>,0.2
10.1111:sms.14053,>,0.56
10.1111:sms.14053,<,0.01
10.1111:sms.14053,>,0.07
10.1111:sms.14053,<,0.13
10.1111:sms.14053,<,0.05
10.1111:sms.14053,<,0.01
10.1111:sms.14053,<,0.001
10.1111:sms.14053,<,0.02
10.1111:sms.14053,>,0.18
10.1111:sms.14053,<,0.92
10.1111:sms.14053,<,0.01
10.1111:sms.14053,=,0.99
10.1111:sms.14053,=,0.79
10.1111:sms.14053,<,0.02
10.1111:sms.14053,>,0.2
10.1111:sms.14053,>,0.68
10.1111:sms.14053,<,0.01
10.1111:sms.14053,=,0.01
10.1111:sms.14053,=,0.11
10.1111:sms.14053,=,0.18
10.1111:sms.14053,<,0.027
10.1111:sms.14053,>,0.19
10.1111:sms.14053,<,0.01
10.1111:sms.14053,>,0.33
10.1111:sms.14053,<,0.001
10.1111:sms.14053,=,0.04
10.1111:sms.14053,<,0.02
10.1111:sms.14053,>,0.17
10.1111:sms.14053,<,0.07
